Brand,Title,Review,Product 1,Product 2,Product 3,Product 4,Product 5,Subject 4,Prior Product,Buy Again
Colgate,Dental paste,Recommended by dentistfor stronger enamel. Much better price than stores,Oral Care,Toothpaste,PreviDent Toothpaste,PreviDent TP 5000 Booster Rx Mint,Prevident 5000 Booster Mint 100ml,54110 - Praise Product General,,
Colgate,Dental paste,Recommended by dentistfor stronger enamel. Much better price than stores,Oral Care,Toothpaste,PreviDent Toothpaste,PreviDent TP 5000 Booster Rx Mint,Prevident 5000 Booster Mint 100ml,54113 - Praise Product Economical,,
Softsoap,I bough this soap for my automatic soap dispenser,I like because it has a thin stream for my automatic hand dispenser. THE PRICE IS AWESOME!!!,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Clear [Aquarium],Softsoap LHS Clear [Aquarium],54110 - Praise Product General,,
Softsoap,I bough this soap for my automatic soap dispenser,I like because it has a thin stream for my automatic hand dispenser. THE PRICE IS AWESOME!!!,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Clear [Aquarium],Softsoap LHS Clear [Aquarium],54113 - Praise Product Economical,,
Colgate,I am in my seventy?s and I have been using Colgate toothpaste all my life .,Colgate is a beautiful product. I don?t use any other product . So thank you .,Oral Care,Toothpaste,Max Fresh/White/Clean Toothpaste,Col TP Max Fresh Gel [Wht] Cool Mint,Col TP Max Fresh Gel [Wht] Cool Mint 150ml 3pk,54110 - Praise Product General,,
Fleecy,"Fleecy Adoucissant liquide, thérapie aromatique apaisante",good,Fabric Care,Fabric Conditioners,Fleecy Fabric Conditioner,Fleecy FS Liq [2X AT] Calm,Fleecy FS Liq Calm 3.5L,54110 - Praise Product General,,
Palmolive,Good Product,"This one is simple: good product, fair price.",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra AB [Orange],UPal Dish Liq Antibacterial 32.5oz,54110 - Praise Product General,,
Palmolive,Good Product,"This one is simple: good product, fair price.",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra AB [Orange],UPal Dish Liq Antibacterial 32.5oz,54113 - Praise Product Economical,,
Palmolive,Good Price & Quantity,"For the price, this amount of dish soap is a great deal. However, it doesn?t last as long as other dish soaps I?ve used when it comes to washing dishes, and will rinse out of the sponge faster after a few scrubs. Overall am pretty satisfied with the product though",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 961ML,14105 - Complaint Preference Product Dislikes Consistency / Texture,,
Palmolive,Good Price & Quantity,"For the price, this amount of dish soap is a great deal. However, it doesn?t last as long as other dish soaps I?ve used when it comes to washing dishes, and will rinse out of the sponge faster after a few scrubs. Overall am pretty satisfied with the product though",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 961ML,14112 - Complaint Preference Product Miscellaneous,,
Palmolive,Good Price & Quantity,"For the price, this amount of dish soap is a great deal. However, it doesn?t last as long as other dish soaps I?ve used when it comes to washing dishes, and will rinse out of the sponge faster after a few scrubs. Overall am pretty satisfied with the product though",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 961ML,54110 - Praise Product General,,
Palmolive,Good Price & Quantity,"For the price, this amount of dish soap is a great deal. However, it doesn?t last as long as other dish soaps I?ve used when it comes to washing dishes, and will rinse out of the sponge faster after a few scrubs. Overall am pretty satisfied with the product though",Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 961ML,54113 - Praise Product Economical,,
Palmolive,Dish soap,Plenty of product to last and has a good ease to getting the job done with confidence,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 20oz,54105 - Praise Product Cleans Well,,
Palmolive,Dish soap,Plenty of product to last and has a good ease to getting the job done with confidence,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 20oz,54110 - Praise Product General,,
Palmolive,Dish soap,Plenty of product to last and has a good ease to getting the job done with confidence,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL Ultra Strength,UPal Dish Liq Ultra Strength 20oz,54113 - Praise Product Economical,,
Irish Spring,Great great but,Great buy,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Original Clean,Irish Spring BW Original Clean 30oz,54110 - Praise Product General,,
Colgate,Colgate total whitening toothpaste,I find this a very good product and add an affordable price.,Oral Care,Toothpaste,Total TP,Col TP Total [SF] Whitening Paste,Total TP SF Whitening P 5.1oz 4pk,54110 - Praise Product General,,
Colgate,Colgate total whitening toothpaste,I find this a very good product and add an affordable price.,Oral Care,Toothpaste,Total TP,Col TP Total [SF] Whitening Paste,Total TP SF Whitening P 5.1oz 4pk,54113 - Praise Product Economical,,
Colgate,good quality product,It was as expected. Well packaged.,Oral Care,Toothpaste,Total TP,Col TP Total [SF] Whitening Gel,Total TP SF Whitening G 5.1oz 4pk,54102 - Praise Product Package,,
Colgate,good quality product,It was as expected. Well packaged.,Oral Care,Toothpaste,Total TP,Col TP Total [SF] Whitening Gel,Total TP SF Whitening G 5.1oz 4pk,54110 - Praise Product General,,
Colgate,Very Strong Flavored,If you like listerine you will like this toothpaste. My husband loves it but it?s too intense for me.,Oral Care,Toothpaste,Max Fresh/White/Clean Toothpaste,Col TP Max Fresh Gel [Wht] Clean Mint,Col TP MaxFresh Clean Mint 6.3oz 4p,54106 - Praise Product Flavor,Listerine,
Colgate,Very Strong Flavored,If you like listerine you will like this toothpaste. My husband loves it but it?s too intense for me.,Oral Care,Toothpaste,Max Fresh/White/Clean Toothpaste,Col TP Max Fresh Gel [Wht] Clean Mint,Col TP MaxFresh Clean Mint 6.3oz 4p,54117 - Praise Product Non Recommended,Listerine,
Colgate,Not as pictured,My grandson wanted pikachu it?s not pikachu he is very disappointed,Oral Care,Powered Toothbrush,Colgate Hum Smart Electric/Powered Toothbrush,Col hum kids PTB Smart [Battery] Powered,Col hum kids PTB Smart [Battery] Powered,14104 - Complaint Preference Product Color,,
Colgate,Good for babies and toddler,"Like any other brush, the size is quite good for babies and toddlers. Bristles dont have a very long shelf life, though as my baby keeps biting it. I would say, give it around 2 months",Oral Care,Manual Toothbrush,Colgate Childrens' TB,Col TB My First,My First Colgate TB,54110 - Praise Product General,,
Colgate,Good for babies and toddler,"Like any other brush, the size is quite good for babies and toddlers. Bristles dont have a very long shelf life, though as my baby keeps biting it. I would say, give it around 2 months",Oral Care,Manual Toothbrush,Colgate Childrens' TB,Col TB My First,My First Colgate TB,54122 - Praise Product Toothbrush Head / Bristles,,
Fabuloso,It?s good,I put about 3 oz in a spray bottle and fill the rest with water to use around the house as a surface cleaner. It?s a light sweet scent which I find great for spring and summer keeping the house smelling fresh.,Household Surface Care,All Purpose Cleaners,Fabuloso APC,Fabuloso MPC Liq 2X Watermelon,Fabuloso MPC Liq 2X Watermelon 56oz,54107 - Praise Product Fragrance,,
Fabuloso,It?s good,I put about 3 oz in a spray bottle and fill the rest with water to use around the house as a surface cleaner. It?s a light sweet scent which I find great for spring and summer keeping the house smelling fresh.,Household Surface Care,All Purpose Cleaners,Fabuloso APC,Fabuloso MPC Liq 2X Watermelon,Fabuloso MPC Liq 2X Watermelon 56oz,54111 - Praise Product Multi-Use,,
Fabuloso,It?s good,I put about 3 oz in a spray bottle and fill the rest with water to use around the house as a surface cleaner. It?s a light sweet scent which I find great for spring and summer keeping the house smelling fresh.,Household Surface Care,All Purpose Cleaners,Fabuloso APC,Fabuloso MPC Liq 2X Watermelon,Fabuloso MPC Liq 2X Watermelon 56oz,54110 - Praise Product General,,
HelloProducts,Olor agradable a tu niña,"Le encanto a mi so ri a tiene un olor agradable por todo el dia,no irrita",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick unicorn with shea butter,hello Deo Stick Unicorn with Shea Butter 2.6oz 2p,54107 - Praise Product Fragrance,,
HelloProducts,Olor agradable a tu niña,"Le encanto a mi so ri a tiene un olor agradable por todo el dia,no irrita",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick unicorn with shea butter,hello Deo Stick Unicorn with Shea Butter 2.6oz 2p,54112 - Praise Product No More Skin / Mouth Irritation,,
HelloProducts,Greasier than expected,"The coconut scent is just okay, when you can smell it. I am not a big sweater by any means, but I do sweat with this product, so that was unpleasant to discover. It is also greasy enough to leave stains on my clothes, which is not acceptable. I will not purchase again.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick sweet coconut with shea butter,hello coconut deo with shea butter 2.6oz 2pk,14105 - Complaint Preference Product Dislikes Consistency / Texture,,N
HelloProducts,Greasier than expected,"The coconut scent is just okay, when you can smell it. I am not a big sweater by any means, but I do sweat with this product, so that was unpleasant to discover. It is also greasy enough to leave stains on my clothes, which is not acceptable. I will not purchase again.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick sweet coconut with shea butter,hello coconut deo with shea butter 2.6oz 2pk,14108 - Complaint Preference Product Dislikes Fragrance,,N
HelloProducts,Greasier than expected,"The coconut scent is just okay, when you can smell it. I am not a big sweater by any means, but I do sweat with this product, so that was unpleasant to discover. It is also greasy enough to leave stains on my clothes, which is not acceptable. I will not purchase again.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick sweet coconut with shea butter,hello coconut deo with shea butter 2.6oz 2pk,14112 - Complaint Preference Product Miscellaneous,,N
HelloProducts,Great price,"We purchased a bottle of this in our grocery store, but I wanted to try and get a bulk package. This was a great price thank you.",Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54110 - Praise Product General,,
HelloProducts,Great price,"We purchased a bottle of this in our grocery store, but I wanted to try and get a bulk package. This was a great price thank you.",Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54113 - Praise Product Economical,,
HelloProducts,Tastes great and refreshing,"Tastes great and refreshing, I like this with no alcohol in it.",Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54106 - Praise Product Flavor,,
HelloProducts,Tastes great and refreshing,"Tastes great and refreshing, I like this with no alcohol in it.",Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",54110 - Praise Product General,,
HelloProducts,Flavor,I did not expect mint to taste like this otherwise a good product.,Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",14109 - Complaint Preference Product Dislikes Flavor,,
HelloProducts,Flavor,I did not expect mint to taste like this otherwise a good product.,Oral Care,Mouthrinse,hello Mouthwash,"hello MW peace out, plaque antigingivitis natural mint","hello peace out, plaque antigingivitus natmint MW 16floz 3pk",14123 - Complaint Preference Product Dislikes Mint Flavor,,
HelloProducts,Fantastic toothpaste,"This makes my teeth feel very clean, and appears to help whiten as well. I only use it every few days as constant use led to tooth sensitivity. I alternate with Pronamel. My dentist says my teeth are great, and tooth cleaning appts are very quick now as I have very little plaque. Great stuff!",Oral Care,Toothpaste,hello Toothpaste,hello TP Activated Charcoal Epic Whitening FluorFree,hello activated charcoal fluoride free tp 4oz 3pk,54105 - Praise Product Cleans Well,Pronamel toothpaste,
HelloProducts,Fantastic toothpaste,"This makes my teeth feel very clean, and appears to help whiten as well. I only use it every few days as constant use led to tooth sensitivity. I alternate with Pronamel. My dentist says my teeth are great, and tooth cleaning appts are very quick now as I have very little plaque. Great stuff!",Oral Care,Toothpaste,hello Toothpaste,hello TP Activated Charcoal Epic Whitening FluorFree,hello activated charcoal fluoride free tp 4oz 3pk,54124 - Praise Product Whitens Well,Pronamel toothpaste,
HelloProducts,Fantastic toothpaste,"This makes my teeth feel very clean, and appears to help whiten as well. I only use it every few days as constant use led to tooth sensitivity. I alternate with Pronamel. My dentist says my teeth are great, and tooth cleaning appts are very quick now as I have very little plaque. Great stuff!",Oral Care,Toothpaste,hello Toothpaste,hello TP Activated Charcoal Epic Whitening FluorFree,hello activated charcoal fluoride free tp 4oz 3pk,54110 - Praise Product General,Pronamel toothpaste,
HelloProducts,Fantastic toothpaste,"This makes my teeth feel very clean, and appears to help whiten as well. I only use it every few days as constant use led to tooth sensitivity. I alternate with Pronamel. My dentist says my teeth are great, and tooth cleaning appts are very quick now as I have very little plaque. Great stuff!",Oral Care,Toothpaste,hello Toothpaste,hello TP Activated Charcoal Epic Whitening FluorFree,hello activated charcoal fluoride free tp 4oz 3pk,54131 - Praise Product Sensitivity / Pain Relief,Pronamel toothpaste,
Palmolive,Great value for money,Great value for money,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Orange Tangerine,Pal LDL [non-ultra] Essential Clean Orange Tang 4.3L,54110 - Praise Product General,,
Palmolive,Great value for money,Great value for money,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Orange Tangerine,Pal LDL [non-ultra] Essential Clean Orange Tang 4.3L,54113 - Praise Product Economical,,
Palmolive,Great value for money,I was well happy when I saw the price on Amazon after visiting our local dollar store where this was sold for $20 before tax. Here I paid $10.07 including tax.,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Original,Pal LDL [non-ultra] Essential Clean Original 4.3L,54113 - Praise Product Economical,,
Palmolive,Great value for money,I was well happy when I saw the price on Amazon after visiting our local dollar store where this was sold for $20 before tax. Here I paid $10.07 including tax.,Household Surface Care,Hand Dish Products,Pal Hand Dish Products,Pal LDL [non-ultra] Essential Clean Original,Pal LDL [non-ultra] Essential Clean Original 4.3L,54110 - Praise Product General,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,14110 - Complaint Preference Product Dislikes TB Handle,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,14113 - Complaint Preference Product Dislikes Shape,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,54110 - Praise Product General,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,54113 - Praise Product Economical,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,54120 - Praise Product Toothbrush Handle,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,54122 - Praise Product Toothbrush Head / Bristles,,
Colgate,Almost perfect,"Pros: soft as described and cheap Cons: their long shape isn't as comfortable as short toothbrushes, and they're not comfortable to hold",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Health Charcoal,Col TB Gum Health Charcoal 4pk,54117 - Praise Product Non Recommended,,
Colgate,Toothpaste,Good kid toothpaste. Sons love the characters on the tube and color of paste,Oral Care,Toothpaste,Colgate Kids/Junior Toothpaste,Col TP Kids,Col TP Kids Bluey 4.6oz,54102 - Praise Product Package,,
Colgate,Toothpaste,Good kid toothpaste. Sons love the characters on the tube and color of paste,Oral Care,Toothpaste,Colgate Kids/Junior Toothpaste,Col TP Kids,Col TP Kids Bluey 4.6oz,54103 - Praise Product Color,,
Colgate,Toothpaste,Good kid toothpaste. Sons love the characters on the tube and color of paste,Oral Care,Toothpaste,Colgate Kids/Junior Toothpaste,Col TP Kids,Col TP Kids Bluey 4.6oz,54110 - Praise Product General,,
Colgate,Don?t bother?,"If you are looking to rely on battery in this toothbrush to help you brush better or have a result that is more than manual toothbrush, don?t bother! This toothbrush is exactly like a manual toothbrush?nothing more! Why pay more for the attached battery that doesn?t do anything?just buy a manual brush and not have an expectation and disappointment all at the same time",Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Power Floss Tip [Surround],CPTB 360 Sonic  Floss Tip FHS,14126 - Complaint Preference Product Battery Quality / Performance,,N
Colgate,Don?t bother?,"If you are looking to rely on battery in this toothbrush to help you brush better or have a result that is more than manual toothbrush, don?t bother! This toothbrush is exactly like a manual toothbrush?nothing more! Why pay more for the attached battery that doesn?t do anything?just buy a manual brush and not have an expectation and disappointment all at the same time",Oral Care,Powered Toothbrush,Colgate 360 Power Toothbrush,Col PTB 360 Sonic Power Floss Tip [Surround],CPTB 360 Sonic  Floss Tip FHS,18102 - Complaint Value / Price Price Too Expensive,,N
Softsoap,Not true soft soap,It?s very watered down and doesn?t even have a scent so not similar to the ones I buy at Walmart,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Fresh Breeze,Softsoap LHS Fresh Breeze 7.5oz,14105 - Complaint Preference Product Dislikes Consistency / Texture,Softsoap soap,
Softsoap,Not true soft soap,It?s very watered down and doesn?t even have a scent so not similar to the ones I buy at Walmart,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Fresh Breeze,Softsoap LHS Fresh Breeze 7.5oz,14108 - Complaint Preference Product Dislikes Fragrance,Softsoap soap,
Softsoap,Good product,Arrived promptly and intact.,Personal Care,Liquid Hand Soaps,Softsoap Base LHS,Softsoap LHS Fresh Breeze,Softsoap LHS Fresh Breeze 7.5oz,54110 - Praise Product General,,
Colgate,Great toothbrush.,My 5 year old loves this toothbrush. It makes him excited to brush his teeth!,Oral Care,Powered Toothbrush,Colgate Hum Smart Electric/Powered Toothbrush,Col hum kids PTB Smart [Battery] Powered,Col hum kids PTB Smart [Battery] Powered,54110 - Praise Product General,,
Colgate,Great toothbrush.,My 5 year old loves this toothbrush. It makes him excited to brush his teeth!,Oral Care,Powered Toothbrush,Colgate Hum Smart Electric/Powered Toothbrush,Col hum kids PTB Smart [Battery] Powered,Col hum kids PTB Smart [Battery] Powered,54161 - Praise Product Excited To Try,,
Colgate,Great value,Great value for these tooth brushes,Oral Care,Manual Toothbrush,Colgate Childrens' TB,Col TB Kids Bluey,Col TB Kids Bluey 2-5yrs 2pk,54110 - Praise Product General,,
Colgate,Great value,Great value for these tooth brushes,Oral Care,Manual Toothbrush,Colgate Childrens' TB,Col TB Kids Bluey,Col TB Kids Bluey 2-5yrs 2pk,54113 - Praise Product Economical,,
Colgate,Great for sensitive gums. Very soft.,"Very gentile on my gums, yet cleans well.",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Expert,Col TB Gum Expert 2pk,54105 - Praise Product Cleans Well,,
Colgate,Great for sensitive gums. Very soft.,"Very gentile on my gums, yet cleans well.",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Expert,Col TB Gum Expert 2pk,54110 - Praise Product General,,
Colgate,Great for sensitive gums. Very soft.,"Very gentile on my gums, yet cleans well.",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Expert,Col TB Gum Expert 2pk,54112 - Praise Product No More Skin / Mouth Irritation,,
Colgate,Great for sensitive gums. Very soft.,"Very gentile on my gums, yet cleans well.",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Expert,Col TB Gum Expert 2pk,54122 - Praise Product Toothbrush Head / Bristles,,
Colgate,Great for sensitive gums. Very soft.,"Very gentile on my gums, yet cleans well.",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Gum Expert,Col TB Gum Expert 2pk,54131 - Praise Product Sensitivity / Pain Relief,,
hello,Best toothpaste ever for adults or kids.,Highly recommended since there is no fluoride in the toothpaste. The taste is 5 stars out of 5 stars. I recommend to try it. We bought the 3 pack and it?s worth it.,Oral Care,Toothpaste,hello Toothpaste,hello TP super fresh natural spearmint flrfr,hello TP super fresh natural spearmint flrfr,54106 - Praise Product Flavor,,
hello,Best toothpaste ever for adults or kids.,Highly recommended since there is no fluoride in the toothpaste. The taste is 5 stars out of 5 stars. I recommend to try it. We bought the 3 pack and it?s worth it.,Oral Care,Toothpaste,hello Toothpaste,hello TP super fresh natural spearmint flrfr,hello TP super fresh natural spearmint flrfr,54110 - Praise Product General,,
hello,Best toothpaste ever for adults or kids.,Highly recommended since there is no fluoride in the toothpaste. The taste is 5 stars out of 5 stars. I recommend to try it. We bought the 3 pack and it?s worth it.,Oral Care,Toothpaste,hello Toothpaste,hello TP super fresh natural spearmint flrfr,hello TP super fresh natural spearmint flrfr,54121 - Praise Product Non-Fluoride Toothpaste,,
Ajax,Great value for the money,"I was worried the scent of this dish detergent was going to smell like vinegar (I really dislike the smell of vinegar) yet it doesn't at all, I was pleasantly surprised. This product is an excellent value for your money. There is no strong scent and it works great cleaning all dirty dishes. The size of the dish detergent for the price cannot be beat. I'll continue to buy this product.",Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54105 - Praise Product Cleans Well,,Y
Ajax,Great value for the money,"I was worried the scent of this dish detergent was going to smell like vinegar (I really dislike the smell of vinegar) yet it doesn't at all, I was pleasantly surprised. This product is an excellent value for your money. There is no strong scent and it works great cleaning all dirty dishes. The size of the dish detergent for the price cannot be beat. I'll continue to buy this product.",Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54107 - Praise Product Fragrance,,Y
Ajax,Great value for the money,"I was worried the scent of this dish detergent was going to smell like vinegar (I really dislike the smell of vinegar) yet it doesn't at all, I was pleasantly surprised. This product is an excellent value for your money. There is no strong scent and it works great cleaning all dirty dishes. The size of the dish detergent for the price cannot be beat. I'll continue to buy this product.",Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54110 - Praise Product General,,Y
Ajax,Great value for the money,"I was worried the scent of this dish detergent was going to smell like vinegar (I really dislike the smell of vinegar) yet it doesn't at all, I was pleasantly surprised. This product is an excellent value for your money. There is no strong scent and it works great cleaning all dirty dishes. The size of the dish detergent for the price cannot be beat. I'll continue to buy this product.",Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54113 - Praise Product Economical,,Y
Ajax,Good,Good cheap stuff,Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54110 - Praise Product General,,
Ajax,Good,Good cheap stuff,Household Surface Care,Hand Dish Products,Ajax LDL,Ajax LDL Ultra Bleach Alternative Lime Twist,Ajax LDL Ultra Bleach Alternative Lime Twist 90f,54113 - Praise Product Economical,,
Irish Spring,Great scent,I enjoy the exfoliating crystals along with the great scent.,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Active Scrub,Irish Spring BW Active Scrub 30oz,54107 - Praise Product Fragrance,,
Irish Spring,Great scent,I enjoy the exfoliating crystals along with the great scent.,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Active Scrub,Irish Spring BW Active Scrub 30oz,54114 - Praise Product Effect on Skin,,
Irish Spring,Great scent,I enjoy the exfoliating crystals along with the great scent.,Personal Care,Body Wash,Irish Spring Shower,Irish Spring BW Active Scrub,Irish Spring BW Active Scrub 30oz,54110 - Praise Product General,,
hello,Most disgusting deodorant I've ever used.,"I don't know what they put in this, but it doesn't smell like lavender or vanilla in the slightest. It smells strongly of pepper. I put two swipes under each arm and it made me gag. I tried wiping it off and putting a different deodorant over it and I could still smell it all day. Buy literally any other scent. I will be sticking to the Unicorn one because it actually smells really good. The lavender vanilla is gross.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick unicorn with shea butter,hello deo stick unicorn with shea butter,14108 - Complaint Preference Product Dislikes Fragrance,,N
hello,Most disgusting deodorant I've ever used.,"I don't know what they put in this, but it doesn't smell like lavender or vanilla in the slightest. It smells strongly of pepper. I put two swipes under each arm and it made me gag. I tried wiping it off and putting a different deodorant over it and I could still smell it all day. Buy literally any other scent. I will be sticking to the Unicorn one because it actually smells really good. The lavender vanilla is gross.",Personal Care,Other UAP,hello Unisex/Ungendered UAP,hello deo stick lavender + vanilla bean with shea butter,hello deo stick lavender + vanilla with shea butter 2.6oz,14108 - Complaint Preference Product Dislikes Fragrance,,N
Colgate,Tiene buen fijador,Me encantó este perfume ??,Oral Care,Toothpaste,Optic White / Simply White Toothpaste,Col TP Optic White Advanced Sparkling White,Col TP Optic White Advanced Sparkling White 3.2oz 3 pk,54107 - Praise Product Fragrance,,
Colgate,Tiene buen fijador,Me encantó este perfume ??,Oral Care,Toothpaste,Optic White / Simply White Toothpaste,Col TP Optic White Advanced Sparkling White,Col TP Optic White Advanced Sparkling White 3.2oz 3 pk,54110 - Praise Product General,,
Kids,Tooth brush replace,My kid love it but I would like to buy the replacements. Where can I buy them?,Oral Care,Powered Toothbrush,Colgate Kids Power Toothbrush,Col PTB Sonic Power Kids [KS],Col PTB Sonic Power Kids Unicorn,21901 - Inquiry Issue Miscellaneous,,
Kids,Tooth brush replace,My kid love it but I would like to buy the replacements. Where can I buy them?,Oral Care,Powered Toothbrush,Colgate Kids Power Toothbrush,Col PTB Sonic Power Kids [KS],Col PTB Sonic Power Kids Unicorn,54110 - Praise Product General,,
Colgate,Excellent for those who brush too hard!,"I had receded my gums from brushing too hard, these toothbrushes saved my gums! My teeth are in great shape, and so are my gums. I also have issues with circulation and grip in my hands/fingers, this has a good size and shape that's a lot easier for me to hold!",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Renewal,Col TB Renewal 2pk,54110 - Praise Product General,,
Colgate,Excellent for those who brush too hard!,"I had receded my gums from brushing too hard, these toothbrushes saved my gums! My teeth are in great shape, and so are my gums. I also have issues with circulation and grip in my hands/fingers, this has a good size and shape that's a lot easier for me to hold!",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Renewal,Col TB Renewal 2pk,54120 - Praise Product Toothbrush Handle,,
Colgate,Excellent for those who brush too hard!,"I had receded my gums from brushing too hard, these toothbrushes saved my gums! My teeth are in great shape, and so are my gums. I also have issues with circulation and grip in my hands/fingers, this has a good size and shape that's a lot easier for me to hold!",Oral Care,Manual Toothbrush,Colgate Base Toothbrush,Col TB Renewal,Col TB Renewal 2pk,54122 - Praise Product Toothbrush Head / Bristles,,
Colgate,I love these 3 pink toothpastes!,I love these 3 pink toothpastes!,Oral Care,Toothpaste,Colgate Sensitive Toothpaste,Col TP Sensitive Whitening,Colgate Sensitive+Whitening TP FS 6oz,54103 - Praise Product Color,,
